,24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply
479,7108.14,6549339578,life,1512549581,1775657.00,1E+11,LIFE,-14.37,-1.86,12.9,2.00E-08,0.00027112,480,LIFE,1E+11
480,3153.61,23020335,janus,1512549562,1757027.00,,Janus,0.52,-37.62,60.17,6.10E-06,0.076325,481,JNS,25201489
481,14119.4,626100091,bitcoinz,1512549579,1722332.00,21000000000,BitcoinZ,-4.12,-2.97,-9.1,2.20E-07,0.00275089,482,BTCZ,626100091
482,4620.28,156913424,fastcoin,1512549541,1714562.00,165888000,Fastcoin,7.46,12.79,-3.55,8.70E-07,0.0109268,483,FST,156913424
483,10047.6,1182668,privatix,1512549584,1703621.00,,Privatix,0.7,0.64,-17.16,0.00011513,1.44049,484,PRIX,1275455
484,156113,12000000,eboostcoin,1512549568,1668132.00,99990000,eBoost,-1.47,-2.76,4.74,1.11E-05,0.139011,485,EBST,99990001
485,5864,202000000,unity-ingot,1512549566,1584003.00,,Unity Ingot,0.46,4.27,-11,6.30E-07,0.0078416,486,UNY,10000000000
486,2244.09,20803928384,espers,1512549562,1567418.00,50000000000,Espers,-0.01,-9.17,-29.09,6.00E-09,7.53E-05,487,ESP,20803928384
487,1242.91,9632680,wavesgo,1512549566,1563634.00,,WavesGo,0.74,-10.89,97.38,1.30E-05,0.162326,488,WGO,9633136
488,1231.53,17638681,flypme,1512549584,1558963.00,,FlypMe,0.29,2.37,17.74,7.06E-06,0.0883832,489,FYP,35277363
489,20280.9,12481300,linx,1512549575,1552786.00,100000000,Linx,0.7,5.47,35.81,9.94E-06,0.124409,490,LINX,13481300
490,197382,189729990,hicoin,1512549555,1543036.00,,HiCoin,6.13,-7.49,100.72,6.50E-07,0.0081328,491,XHI,10000244678
491,166772,173711864,mutual-coin,1512549586,1523642.00,1000000000,Mutual Coin,-4.1,18.25,113.18,7.00E-07,0.00877109,492,MUT,237788444
492,11134.1,107972766,signatum,1512549573,1518637.00,,Signatum,-2.73,4.92,-4.8,1.12E-06,0.014065,493,SIGT,107972766
493,20706.5,85491418,condensate,1512549569,1515592.00,500000000,Condensate,27.56,40.6,-5.24,1.42E-06,0.017728,494,RAIN,85491418
494,47438.8,6003429666,linda,1512549572,1501020.00,50000000000,Linda,21.79,-12.01,79.58,2.00E-08,0.000250027,495,LINDA,6003429666
495,47523.7,2630953,monacocoin,1512549575,1488564.00,,MonacoCoin,8.95,73.64,66.87,4.52E-05,0.565789,496,XMCC,9630953
496,5399.26,850000,fundyourselfnow,1512549575,1476714.00,,FundYourselfNow,0.01,-9.09,-25.54,0.00013885,1.73731,497,FYN,12500000
497,39635.2,1948267,denarius-dnr,1512549572,1457701.00,10000000,Denarius,-1.09,2.83,119.96,5.98E-05,0.748204,498,DNR,1948267
498,528110,63993275,petrodollar,1512549559,1445051.00,,PetroDollar,1.57,-76.55,542.96,1.80E-06,0.0225813,499,XPD,63993275
499,89892.8,1673383,influxcoin,1512549551,1439461.00,,Influxcoin,0.68,3.03,5.54,6.88E-05,0.86021,500,INFX,1673383
500,652.188,16822736,monster-byte,1512549575,1435775.00,,Monster Byte,0.7,30.46,77.93,6.82E-06,0.0853473,501,MBI,40000000
501,20590.7,169598616,bitcurrency,1512549559,1421737.00,,Bitcurrency,-21.54,-40.9,312.36,6.70E-07,0.00838295,502,BTCR,169598616
502,4369.51,2700000,royal-kingdom-coin,1512549580,1421650.00,,Royal Kingdom Coin,-0.17,-29.21,-39.42,4.21E-05,0.526537,503,RKC,15000000
503,11311.8,167164237,zetacoin,1512549541,1383338.00,,Zetacoin,0.5,10.65,12.2,6.60E-07,0.00827532,504,ZET,167164237
504,657.036,47503,link-platform,1512549574,1378829.00,,Link Platform,-0.07,36.29,94.74,0.0023198,29.026,505,LNK,47503
505,3673.68,23664689000,1337coin,1512549551,1369097.00,,1337,0.5,4.12,-29.59,5.00E-09,5.79E-05,506,1337,26467042115
506,8080.59,900000,giga-watt-token,1512549578,1356516.00,,Giga Watt Token,-0.12,-6.29,-6.7,0.00012046,1.50724,507,WTT,10800000
507,45511.9,88183483,skincoin,1512549572,1344542.00,,SkinCoin,3.49,10.65,-14.24,1.22E-06,0.0152471,508,SKIN,488183483
508,1421.62,10424315,kekcoin,1512549573,1339535.00,21000000,KekCoin,-0.53,11.29,30.6,1.03E-05,0.128501,509,KEK,11424315
509,133069,3714372,magnet,1512549586,1330120.00,,Magnet,-18.44,-22.9,-18.32,2.86E-05,0.358101,510,MAG,3964372
510,7397.46,3497651262,ufo-coin,1512549543,1312906.00,4000000000,UFO Coin,0.54,6.31,76.23,3.00E-08,0.000375368,511,UFO,3497651262
511,2240.62,97415544,canada-ecoin,1512549544,1302105.00,,Canada eCoin,0.5,-0.7,39.42,1.07E-06,0.0133665,512,CDN,97415544
512,6668.12,43622941,adzcoin,1512549562,1296941.00,84000000,Adzcoin,2.02,-3.42,-5.49,2.38E-06,0.0297307,513,ADZ,43622941
513,24662.8,24581564,arcticcoin,1512549559,1275358.00,,ArcticCoin,-0.64,-2.55,-10.51,4.15E-06,0.0518827,514,ARC,24581564
514,16559.3,10217152,roulettetoken,1512549568,1269032.00,,RouletteToken,0.72,5.62,6.47,9.93E-06,0.124206,515,RLT,10217875
515,16372.6,10000000,miners-reward-token,1512549569,1268930.00,,Miners' Reward Token,1.88,-1.25,9.39,1.01E-05,0.126893,516,MRT,10000000
516,518.956,1420858063,dinastycoin,1512549569,1252233.00,,Dinastycoin,0.54,7.38,43.57,7.00E-08,0.000881322,517,DCY,1420858063
517,6160.94,36971158455,zeitcoin,1512549544,1247862.00,,Zeitcoin,4.43,-24.9,-70.27,3.00E-09,3.38E-05,518,ZEIT,36971158455
518,2276.7,1979224,remicoin,1512549570,1233492.00,84000000,Remicoin,0.54,33.23,-28.35,4.98E-05,0.62322,519,RMC,84000000
519,9957.59,271654424,intensecoin,1512549588,1223643.00,999481516,IntenseCoin,13.07,29.7,43.56,3.60E-07,0.00450441,520,ITNS,271654424
520,1041.22,41004200,neverdie,1512549573,1217612.00,,NEVERDIE,-0.12,-8.33,-27.82,2.37E-06,0.0296948,521,NDC,400000000
521,744.774,18379419,insanecoin-insn,1512549567,1199053.00,30000000,InsaneCoin,0.67,19.62,29.04,5.21E-06,0.0652389,522,INSN,18629419
522,2609.2,1132897,growers-international,1512549575,1198174.00,,Growers International,-0.27,-4.1,13.33,8.45E-05,1.05762,523,GRWI,1132897
523,7764.28,4984767,bata,1512549550,1193333.00,,Bata,0.79,13.01,21.61,1.91E-05,0.239396,524,BTA,4984767
524,16422.2,2783141,pure,1512549585,1182949.00,20000000,Pure,0.54,5.22,17.38,3.40E-05,0.425041,525,PURE,3892420
525,4886800,2278150,unbreakablecoin,1512549546,1160430.00,,UnbreakableCoin,1.62,-18.66,50.73,4.07E-05,0.509374,526,UNB,2278150
526,43549.7,17411399,digitalprice,1512549546,1142639.00,,DigitalPrice,0.53,23,82.22,5.24E-06,0.0656259,527,DP,24911400
527,4361.88,46785866,unitus,1512549547,1142310.00,,Unitus,-8.27,1.97,2.04,1.95E-06,0.0244157,528,UIS,46785866
528,38880.9,616471,solaris,1512549564,1139737.00,,Solaris,0.54,46.36,49.46,0.00014776,1.84881,529,XLR,972117
529,63822.7,9746595,alqo,1512549585,1132857.00,,ALQO,5.94,25.79,135.8,9.29E-06,0.116231,530,ALQO,9746595
530,3233.35,25782480,elementrem,1512549557,1129090.00,,Elementrem,0.54,-6.98,46.77,3.50E-06,0.0437929,531,ELE,25782480
531,6968.27,21268092,britcoin,1512549546,1125812.00,,BritCoin,111.38,223.31,272.18,4.23E-06,0.0529343,532,BRIT,21268092
532,3279.96,3593608641,greencoin,1512549547,1120534.00,,Greencoin,-6.01,-15.09,20.51,2.00E-08,0.000311813,533,GRE,3593608641
533,1050.23,6226994,mao-zedong,1512549573,1119620.00,,Mao Zedong,0.51,33.66,43.19,1.44E-05,0.179801,534,MAO,6226994
534,957.115,5905608,bitradio,1512549572,1118977.00,,Bitradio,0.54,-9.16,25.58,1.51E-05,0.189477,535,BRO,10905611
535,1550.58,15392009291,carboncoin,1512549545,1116676.00,,Carboncoin,-7.53,-23.02,96.85,6.00E-09,7.25E-05,536,CARBON,15392009291
536,11596.3,50000000,newbium,1512549557,1116675.00,,Newbium,0.06,163.02,206.07,1.78E-06,0.0223335,537,NEWB,100000000
537,2860.84,4551946,footy-cash,1512549553,1115391.00,,Footy Cash,0.52,35.87,-5.48,1.96E-05,0.245036,538,XFT,4551946
538,3339.3,33356077,renos,1512549563,1102759.00,,Renos,0.43,10.56,-4.87,2.64E-06,0.0330602,539,RNS,33356077
539,3053.39,42,42-coin,1512549542,1096397.00,,42-coin,0.67,10.98,24.86,2.08633,26104.7,540,42,42
540,2489.42,170941,accelerator-network,1512549586,1082216.00,,Accelerator Network,-0.12,-4.57,4.39,0.00050598,6.33092,541,ACC,271818
541,400467,1990045,capricoin,1512549550,1076720.00,,Capricoin,5.37,19.1,41.12,4.32E-05,0.541053,542,CPC,200995023
542,4647.32,44632255,ultracoin,1512549543,1073067.00,,UltraCoin,0.51,-18.31,-22.98,1.92E-06,0.0240424,543,UTC,44632255
543,31211.2,3562111,cryptocarbon,1512549561,1064369.00,70000000,CryptoCarbon,0.18,19.25,26.72,2.39E-05,0.298803,544,CCRB,70000000
544,4980.77,1.47896E+11,gcoin,1512549547,1060269.00,,GCoin,0.25,-10.87,1.6,6.00E-10,7.17E-06,545,GCN,1.47896E+11
545,2523.83,6731528,qvolta,1512549583,1060034.00,,Qvolta,-0.12,5.7,-29.7,1.26E-05,0.157473,546,QVT,10096722
546,835.707,32514916898,pandacoin-pnd,1512549543,1020077.00,,Pandacoin,-7.32,17.46,35.71,3.00E-09,3.14E-05,547,PND,32514916898
547,1944.43,101631122,fuelcoin,1512549545,1017307.00,,FuelCoin,,112.59,143.75,8.00E-07,0.0100098,548,FC2,101631122
548,1463.16,33838163535,inflationcoin,1512549560,1004506.00,,InflationCoin,0.82,52.12,165.15,2.00E-09,2.97E-05,549,IFLT,33838163535
549,11598.3,1208655320,fujicoin,1512549549,1003313.00,,FujiCoin,5.51,19.42,27.15,7.00E-08,0.000830107,550,FJC,1208655320
550,8865.88,17782702,unify,1512549573,995348.00,19276800,Unify,2.39,2.15,36.21,4.47E-06,0.0559728,551,UNIFY,17782702
551,1745.2,14897404514,litedoge,1512549549,984234.00,,LiteDoge,0.01,6.06,4.7,5.00E-09,6.61E-05,552,LDOGE,14897404514
552,6983.86,12529747,trackr,1512549579,972630.00,,CryptoInsight,-0.12,-8.3,1.63,6.20E-06,0.0776257,553,TKR,12529747
553,927.185,15143716,opal,1512549547,964125.00,,Opal,0.54,41.8,63.87,5.09E-06,0.063665,554,OPAL,15143716
554,115799,90000000,eltcoin,1512549582,958770.00,,ELTCOIN,8.84,14.8,7.41,8.50E-07,0.010653,555,ELTCOIN,100000000
555,17265.7,1574741156,erc20,1512549584,949404.00,,ERC20,-0.12,-8.34,545.73,5.00E-08,0.000602895,556,ERC20,1693691126
556,1759940,960923,nubits,1512549546,946355.00,,NuBits,2.15,-1.77,-2.2,7.87E-05,0.98484,557,USNBT,2341519
557,11681.9,1594966,minereum,1512549567,931983.00,,Minereum,-0.18,-4.22,4.7,4.67E-05,0.584328,558,MNE,1594966
558,5117.85,4500000,starcredits,1512549576,930164.00,20000000,StarCredits,0.54,0.9,6.83,1.65E-05,0.206703,559,STRC,20000000
559,4160.71,35347,bitbar,1512549541,927775.00,,BitBar,0.46,0.78,29.91,0.00209773,26.2473,560,BTB,35347
560,4241.63,61117229,maxcoin,1512549542,925303.00,,MaxCoin,-1.12,5.3,8.84,1.21E-06,0.0151398,561,MAX,61117229
561,17841,2149688,xios,1512549581,894862.00,21000000,Xios,2.45,-5.48,25.2,3.33E-05,0.416275,562,XIOS,2149688
562,3724.1,62444082,phoenixcoin,1512549541,890234.00,,Phoenixcoin,0.53,21.55,-5.96,1.14E-06,0.0142565,563,PXC,62444082
563,937.722,20223950,machinecoin,1512549555,890210.00,,Machinecoin,5.38,-1.65,33.27,3.52E-06,0.0440176,564,MAC,20223950
564,1650.38,3284266,btsr,1512549553,888650.00,,BTSR,3.56,16.32,,2.16E-05,0.270578,565,BTSR,3284266
565,4391.93,1991680,zero,1512549564,884792.00,,Zero,-3.54,-6.52,79.43,3.55E-05,0.444244,566,ZER,1991680
566,2504.6,10000000,inpay,1512549566,875858.00,,InPay,0.51,,-17.71,7.00E-06,0.0875858,567,INPAY,10000000
567,2286.68,5956884,tagcoin,1512549541,873392.00,,TagCoin,0.54,8.15,71.07,1.17E-05,0.146619,568,TAG,5956884
568,1011.79,24700248,kobocoin,1512549547,856437.00,,Kobocoin,15.99,21.68,20.2,2.77E-06,0.0346732,569,KOBO,24700248
569,3371.45,7292973,moin,1512549554,855400.00,,Moin,-0.43,2.76,12.34,9.37E-06,0.117291,570,MOIN,7292973
570,1134.09,1349573390,mazacoin,1512549544,845844.00,,MazaCoin,0.51,-3.21,-3.01,5.00E-08,0.000626749,571,MZC,1349573390
571,580.158,4773,sovereign-hero,1512549572,835919.00,,Sovereign Hero,3.41,3.98,,0.0139971,175.135,572,HERO,4773
572,1577.49,75000000,bitpark-coin,1512549561,834983.00,,Bitpark Coin,0.53,7.41,-2.24,8.90E-07,0.0111331,573,BPC,100000000
573,1752.36,65290635,btctalkcoin,1512549545,816936.00,,BTCtalkcoin,0.54,2.06,65.41,1.00E-06,0.0125123,574,TALK,65290635
574,114638,8418925,bolivarcoin,1512549552,800710.00,,Bolivarcoin,11.5,199.26,273.54,7.60E-06,0.0951084,575,BOLI,8418925
575,856.992,17574970,dashcoin,1512549546,793709.00,,Dashcoin,0.64,9.77,39.65,3.61E-06,0.0451613,576,DSH,17574970
576,73531.1,14100000,ethereumcash,1512549580,775468.00,,Ethereum Cash,4.18,58.26,346.87,4.40E-06,0.0549977,577,ECASH,15000000
577,6868.5,1000000,ccore,1512549587,764867.00,,Ccore,-0.12,-15.29,,6.11E-05,0.764867,578,CCO,10000000
578,74804.2,863866,postoken,1512549579,750198.00,,PoSToken,15.78,42.63,228.87,6.94E-05,0.86842,579,POS,1083233
579,113313,4111952,whalecoin,1512549580,731997.00,,WhaleCoin,3.21,-0.41,30.15,1.42E-05,0.178017,580,WHL,4111952
580,15263.5,51,bitbtc,1512549548,722432.00,,bitBTC,3.11,15.64,26.06,1.13732,14230.4,581,BITBTC,51
581,2359.7,23580497,smartcoin,1512549542,700680.00,,SmartCoin,0.51,1.65,2.89,2.37E-06,0.0297144,582,SMC,23580497
582,5515.84,80000000,authorship,1512549580,685802.00,,Authorship,0.26,25.66,67.72,6.90E-07,0.00857253,583,ATS,100000000
583,1630.22,4346840,netko,1512549564,659042.00,,Netko,0.54,-3.79,-18.52,1.21E-05,0.151614,584,NETKO,4346840
584,4051.59,2593099,crystal-clear,1512549579,647847.00,10000000,Crystal Clear ,-4.4,-36.01,30.55,2.00E-05,0.249835,585,CCT,6924060
585,1417.64,64160380,helleniccoin,1512549561,642194.00,100000000,Helleniccoin,0.51,-0.04,-27.25,8.00E-07,0.0100092,586,HNC,64160380
586,48605.3,12948912,happycoin,1512549565,633500.00,100000000,Happycoin,-16.46,-22.05,-24.16,3.91E-06,0.048923,587,HPC,12948912
587,951.996,44814331,cream,1512549575,632120.00,100000000,Cream,0.4,2.69,40.2,1.13E-06,0.0141053,588,CRM,44814331
588,13203.9,44728100,pakcoin,1512549551,631968.00,182000000,Pakcoin,16.33,54.73,62.49,1.13E-06,0.0141291,589,PAK,44728100
589,15360.8,3315372,billionaire-token,1512549577,583147.00,3315372,Billionaire Token,-2.71,2.96,-15.05,1.41E-05,0.175892,590,XBL,3315372
590,1032.56,32188957,deutsche-emark,1512549542,582211.00,,Deutsche eMark,0.35,4.08,5.88,1.45E-06,0.0180873,591,DEM,39170933
591,6355.77,98964274,vsync-vsx,1512549578,570704.00,,Vsync,3.93,37.42,62.91,4.60E-07,0.00576677,592,VSX,130062813
592,789.612,4862878,bitboost,1512549585,568879.00,,BitBoost,-0.12,0.54,3.75,9.35E-06,0.116984,593,BBT,100000000
593,595.302,32000,iticoin,1512549567,565798.00,,iTicoin,-0.22,-12.04,-20.25,0.00141311,17.6812,594,ITI,9999992
594,2705.22,25960250000,smileycoin,1512549548,565092.00,,SmileyCoin,2.46,-3.11,-15.27,2.00E-09,2.18E-05,595,SMLY,25960250000
595,2980.68,34440456,joulecoin,1512549546,552576.00,,Joulecoin,20.3,-32.6,75.71,1.28E-06,0.0160444,596,XJO,34440456
596,23173.5,8265187,abjcoin,1512549584,551703.00,,Abjcoin,-9.11,-54.1,-17.73,5.33E-06,0.0667502,597,ABJ,9265207
597,95246.4,273879672,biblepay,1512549575,548274.00,,BiblePay,3.3,54.48,127.95,1.60E-07,0.00200188,598,BBP,273879672
598,6535.11,409217,dalecoin,1512549576,544291.00,1000000,Dalecoin,3.87,23.03,55.14,0.0001063,1.33008,599,DALC,1000000
599,1458.39,11364978,universe,1512549565,543207.00,,Universe,-14.3,-5.6,-13.45,3.82E-06,0.0477966,600,UNI,22564978
600,16644.3,133805,altcommunity-coin,1512549583,535820.00,,AltCommunity Coin,14.74,69.11,16.84,0.00032005,4.00449,601,ALTCOM,203233
601,285039,65802448,fujinto,1512549581,534888.00,,Fujinto,-2.53,0.24,63.5,6.50E-07,0.00812869,602,NTO,400000000
602,1640.23,6548854,trumpcoin,1512549553,528102.00,,TrumpCoin,0.56,5.81,54.83,6.44E-06,0.0806404,603,TRUMP,6548854
603,2052.01,5024368,tychocoin,1512549569,528076.00,,Tychocoin,0.52,11.9,22.44,8.40E-06,0.105103,604,TYCHO,40024368
604,6257.58,4699843,cannacoin,1512549543,519821.00,,Cannacoin,-5.88,-15.18,150.3,8.84E-06,0.110604,605,CCN,4699843
605,60242.2,4619502,bitcoinfast,1512549547,508021.00,,Bitcoin Fast,-11.68,7.97,53.2,8.79E-06,0.109973,606,BCF,7635784
606,17745.8,4027031669,colossuscoinxt,1512549578,503858.00,13000000000,ColossusCoinXT,0.51,29.76,3.14,1.00E-08,0.000125119,607,COLX,12204883809
607,29462.9,12000000,ethereum-gold,1512549581,500321.00,,Ethereum Gold,5.97,20.42,19.64,3.33E-06,0.0416934,608,ETG,24000000
608,988.726,322214524,fluttercoin,1512549543,482748.00,,FlutterCoin,-7.4,15.73,40.59,1.20E-07,0.00149822,609,FLT,322214524
609,2305.46,10000000,bolenum,1512549574,482559.00,,Bolenum,0.63,10.64,36.83,3.86E-06,0.0482559,610,BLN,10000000
610,5940.33,16483650,bitcoin-scrypt,1512549544,479251.00,,Bitcoin Scrypt,-11.57,5.22,58.6,2.32E-06,0.0290743,611,BTCS,16483650
611,673.492,554855,veltor,1512549557,475421.00,,Veltor,0.57,-20,4.44,6.85E-05,0.856839,612,VLT,554855
612,2198.6,11208967,elcoin-el,1512549555,468826.00,,Elcoin,-2.8,6.43,60.35,3.34E-06,0.041826,613,EL,20935289
613,2778890,3425227,credence-coin,1512549583,464437.00,25000000,Credence Coin,-2.11,-94.22,-95.31,1.08E-05,0.135593,614,CRDNC,9225227
614,592.134,29210675,icoin,1512549547,460518.00,,iCoin,14.11,3.05,30.08,1.26E-06,0.0157654,615,ICN,29210675
615,693.893,318622146,nyancoin,1512549543,412173.00,337000000,Nyancoin,-9.05,-3.28,58.91,1.00E-07,0.00129361,616,NYAN,318622146
616,12972.1,594000,briacoin,1512549570,411702.00,3000000,BriaCoin,0.35,-0.46,-26.58,5.54E-05,0.693102,617,BRIA,594000
617,1213.6,4095787,eternity,1512549560,405750.00,,Eternity,0.49,2.62,-23.9,7.92E-06,0.0990651,618,ENT,4095787
618,1405.97,49898202,titcoin,1512549547,403895.00,,Titcoin,-8.39,8.95,33.96,6.50E-07,0.00809437,619,TIT,49898202
619,9115.11,27396358,digitalcoin,1512549541,403611.00,,Digitalcoin,-3.96,21.99,26.54,1.18E-06,0.0147323,620,DGC,27396358
620,756.752,1,bit20,1512549572,399816.00,,Bit20,3.52,4.17,,31.4507,393520,621,BTWTY,1
621,1617.47,29973026,oyster-pearl,1512549585,397823.00,,Oyster Pearl,-0.12,-8.3,87.66,1.06E-06,0.0132727,622,PRL,108592692
622,61617.9,1500000,ethereum-dark,1512549578,393159.00,4200000,Ethereum Dark,5.5,13.39,80.74,2.10E-05,0.262106,623,ETHD,3019862
623,1047.13,99976323,coin2-1,1512549544,390373.00,,Coin2.1,3.48,8.57,138.02,3.10E-07,0.00390465,624,C2,99976323
624,3312.95,87049431,zurcoin,1512549555,381215.00,,Zurcoin,25.04,28.3,110.57,3.50E-07,0.00437929,625,ZUR,87049431
625,1160.05,487519312,piggycoin,1512549545,367524.00,,Piggycoin,0.35,-2.96,-62.11,6.00E-08,0.000753866,626,PIGGY,487519312
626,1006.86,8500001,octanox,1512549569,361604.00,,Octanox,0.54,-21.97,-7.69,3.40E-06,0.0425417,627,OTX,8500001
627,6028.07,3978187849,808coin,1512549558,356585.00,,808Coin,-0.01,27.29,-51.14,7.00E-09,8.96E-05,628,808,3978187849
628,4141.08,51392878,fucktoken,1512549572,353339.00,,FuckToken,-0.12,7.83,-18.37,5.50E-07,0.00687525,629,FUCK,70856020
629,18501.4,2007615,zcash-gold,1512549584,345049.00,,ZCash Gold,7.92,8.62,-3.22,1.37E-05,0.17187,630,ZCG,2500000
630,3430.12,2093421,eaglecoin,1512549585,341481.00,,EagleCoin,18.35,272.5,114.73,1.30E-05,0.163121,631,EAGLE,3633153
631,9694.27,247042186,blakestar,1512549578,340217.00,,BlakeStar,-7.86,-13.04,17.63,1.10E-07,0.00137716,632,BLAS,247042186
632,951.076,5201310113,virtacoin,1512549545,340105.00,21000000000,Virtacoin,-0.15,,928.97,5.00E-09,6.54E-05,633,VTA,12666916683
633,26456.2,23905669976,kittehcoin,1512549542,333214.00,,Kittehcoin,-2.05,24.48,47.68,1.00E-09,1.39E-05,634,MEOW,23905669976
634,1432.71,50402740,octocoin,1512549543,324840.00,,OctoCoin,1.47,0.09,41.43,5.20E-07,0.00644489,635,888,50402740
635,308877,872830,comet,1512549557,323741.00,,Comet,7.58,252.07,560.46,2.96E-05,0.37091,636,CMT,872830
636,7723.11,13235186,atomic-coin,1512549558,320360.00,252000000,Atomic Coin,1.92,29.2,52.4,1.93E-06,0.0242052,637,ATOM,13235186
637,3326.39,15868233,postcoin,1512549554,311698.00,,PostCoin,0.37,1.44,-23.16,1.57E-06,0.0196429,638,POST,15868233
638,617.284,497747230,daxxcoin,1512549573,309881.00,,DaxxCoin,0.42,2.29,-22.56,5.00E-08,0.000622568,639,DAXX,522747230
639,4889.99,37972900,senderon,1512549580,308247.00,,Senderon,-9.83,3.33,17.59,6.50E-07,0.00811756,640,SDRN,45625900
640,1189.56,43699481,ambercoin,1512549549,289793.00,,AmberCoin,4.46,-5.72,-38.95,5.30E-07,0.0066315,641,AMBER,43699481
641,1127.38,418550,platinumbar,1512549555,281491.00,,PlatinumBAR,0.52,-5.11,-19.05,5.38E-05,0.672539,642,XPTX,418550
642,14404.8,1150434,ecocoin,1512549567,278912.00,,EcoCoin,-1.09,-10.16,-66.91,1.94E-05,0.242441,643,ECO,1152194
643,11961.6,281058045,campuscoin,1512549573,275808.00,1010000000,CampusCoin,20.8,-22.6,73.77,8.00E-08,0.00098132,644,CMPCO,481058045
644,824.645,1571013,idice,1512549568,275479.00,,iDice,0.2,124.37,67.72,1.40E-05,0.175351,645,ICE,2071013
645,992.975,195908,prototanium,1512549558,271191.00,,Prototanium,0.42,5.64,-16.67,0.00011063,1.38428,646,PR,195908
646,690.824,15122697,blakecoin,1512549542,269787.00,,Blakecoin,12.47,53.03,113.87,1.43E-06,0.0178399,647,BLC,15122697
647,997.056,1414054562,tekcoin,1512549545,266798.00,,TEKcoin,0.54,60.21,71.95,2.00E-08,0.000188676,648,TEK,1414054562
648,982.78,6102239,rupaya,1512549574,261887.00,8400000,Rupaya,0.54,73.36,5.39,3.43E-06,0.0429165,649,RUPX,6102239
649,5711.13,12055838,gapcoin,1512549547,260950.00,,Gapcoin,0.54,82.06,41.72,1.73E-06,0.0216451,650,GAP,12055838
650,1746.99,59402,bitgem,1512549541,256201.00,,Bitgem,-14.18,-16.77,-22.92,0.0003447,4.31299,651,BTG,59402
651,1095.27,793108,bitcoin-21,1512549554,254936.00,,Bitcoin 21,45.32,9.74,117.14,2.57E-05,0.32144,652,XBTC21,7093108
652,999.133,72891,triangles,1512549546,245824.00,,Triangles,0.52,6.19,-8.88,0.00026953,3.37247,653,TRI,72891
653,1251.23,196297971,kilocoin,1512549552,245614.00,,KiloCoin,0.52,-3.37,-47.03,1.00E-07,0.00125123,654,KLC,10025186872
654,802.941,4256550,pascal-lite,1512549565,239666.00,,Pascal Lite,28.58,19.79,3.15,4.50E-06,0.0563052,655,PASL,4256550
655,1177.83,12135198,mojocoin,1512549563,226506.00,,MojoCoin,11.8,-12.82,9.26,1.49E-06,0.0186652,656,MOJO,12135198
656,1897.07,9436367,mineum,1512549555,226324.00,,Mineum,0.47,16.77,81.33,1.92E-06,0.0239842,657,MNM,9586367
657,1346.73,10928643,virtacoinplus,1512549566,222478.00,,Virtacoinplus,6.16,-3.36,36.69,1.63E-06,0.0203573,658,XVP,10928643
658,4478.39,1766907,wyvern,1512549565,222406.00,,Wyvern,-49.43,6.31,23.14,1.01E-05,0.125873,659,WYV,1766907
659,809.774,21020383,evil-coin,1512549553,221364.00,,Evil Coin,0.61,8.64,21.44,8.40E-07,0.0105309,660,EVIL,21020383
660,1333.96,336400,honey,1512549565,220949.00,,Honey,0.27,23.13,28.1,5.25E-05,0.656803,661,HONEY,336400
661,1812.46,20960494,spacecoin,1512549560,219513.00,,SpaceCoin,0.51,25.45,43.39,8.40E-07,0.0104727,662,SPACE,20960494
662,1275.16,840002925,lanacoin,1512549554,214173.00,,LanaCoin,-31.52,-21.62,-23.74,2.00E-08,0.000254967,663,LANA,840002925
663,14758.6,17999629,debitcoin,1512549556,213497.00,,Debitcoin,2.84,-19.4,296.17,9.50E-07,0.0118612,664,DBTC,25999629
664,25026.1,105797,monkey-project,1512549586,213178.00,,Monkey Project,0.52,-26.92,-56.88,0.00016104,2.01497,665,MONK,505797
665,12963.1,17982000,iethereum,1512549582,209239.00,,iEthereum,-0.78,-19.61,178.78,9.30E-07,0.011636,666,IETH,18000000
666,1875,6704781,chancoin,1512549571,206144.00,,ChanCoin,0.46,8.46,8.18,2.46E-06,0.0307458,667,4CHN,6704781
667,9705.91,16474625,votecoin,1512549586,204073.00,220000000,VoteCoin,2.22,1.07,27.77,9.90E-07,0.0123871,668,VOT,16474625
668,827.2,156755896,truckcoin,1512549547,197594.00,,Truckcoin,-20.19,-31.89,-37.46,1.00E-07,0.00126052,669,TRK,156755896
669,11357.9,4500000,bitcoal,1512549572,196896.00,12500000,BitCoal,7.51,49.92,50,3.50E-06,0.0437547,670,COAL,4500000
670,14592.4,92192822723,embercoin,1512549575,194071.00,,EmberCoin,46.73,-32.97,-21.21,2.00E-10,2.11E-06,671,EMB,92192822723
671,507.597,9848485,jin-coin,1512549559,188537.00,9960000,Jin Coin,63.48,-7.06,,1.53E-06,0.0191438,672,JIN,9848485
672,1809.42,8820,bitsilver,1512549556,188323.00,,bitSilver,4.58,6.04,3.27,0.00170644,21.3514,673,BITSILVER,8820
673,1408.01,6202250,catcoin,1512549541,187802.00,,Catcoin,-29.29,-27.72,119.5,2.42E-06,0.0302797,674,CAT,6202250
674,874.283,5578930,bitcoin-planet,1512549570,181493.00,,Bitcoin Planet,7.89,72.7,122.5,2.60E-06,0.0325319,675,BTPL,6077530
