,24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply
675,1012.97,1.33662E+12,sprouts,1512549551,179968.00,,Sprouts,0.7,-2.5,-42.66,1.00E-11,1.35E-07,676,SPRTS,1.33662E+12
676,2647.82,235421,futurexe,1512549572,176709.00,,FuturXe,-1.16,114.71,-62.62,6.00E-05,0.75061,677,FXE,84000000
677,2844.49,284242221,kayicoin,1512549571,176411.00,300000000,Kayicoin,0.6,41.9,3.69,5.00E-08,0.000620637,678,KAYI,284242221
678,883.552,74107896,redcoin,1512549542,174730.00,,RedCoin,19.46,8.9,15.27,1.90E-07,0.00235778,679,RED,74107896
679,1803.11,8238011,securecoin,1512549541,174597.00,,SecureCoin,6.04,54.27,94.84,1.69E-06,0.0211941,680,SRC,8238011
680,537.241,7024402,unrealcoin,1512549548,173145.00,,Unrealcoin,0.52,3.67,1.51,1.97E-06,0.0246491,681,URC,7024402
681,695.75,22322180,revolvercoin,1512549557,164787.00,,RevolverCoin,0.54,2.49,-1.35,5.90E-07,0.00738223,682,XRE,22322180
682,1766.73,9846209,leviarcoin,1512549569,161931.00,54000000,LeviarCoin,3.24,-47.57,-71.7,1.31E-06,0.016446,683,XLC,9846209
683,1715.43,1220085,acoin,1512549548,159755.00,,Acoin,30.24,-19.88,-21.61,1.05E-05,0.130938,684,ACOIN,1220085
684,49305.3,15707600,prcoin,1512549562,157230.00,,PRCoin,-1.53,0.28,1.48,8.00E-07,0.0100098,685,PRC,795707600
685,550.539,29791492,ohm-wallet,1512549568,156559.00,500000000,OHM,0.51,,-46.06,4.20E-07,0.00525515,686,OHM,32891492
686,2070.76,930767,franko,1512549541,155474.00,,Franko,0.54,9.99,21.62,1.34E-05,0.167039,687,FRK,930767
687,875.913,30346591,scorecoin,1512549565,151449.00,,Scorecoin,0.96,20.04,4.51,4.00E-07,0.00499065,688,SCORE,30346591
688,2247.07,600344291,zetamicron,1512549559,150233.00,,ZetaMicron,0.54,17.12,134.88,2.00E-08,0.000250245,689,ZMC,600344291
689,557.401,7000000,shadow-token,1512549581,149609.00,,Shadow Token,0.51,-61.4,-59.05,1.71E-06,0.0213727,690,SHDW,10000000
690,973.828,5584399,flaxscript,1512549550,145997.00,,Flaxscript,0.54,32.83,11.4,2.09E-06,0.0261437,691,FLAX,5584399
691,1716.27,5848581,funcoin,1512549568,142460.00,100000000,FUNCoin,2.92,6.44,-10.29,1.95E-06,0.0243581,692,FUNC,100000000
692,1507.16,63107511,droxne,1512549577,141808.00,,DROXNE,12.76,-1.32,0.76,1.80E-07,0.00224709,693,DRXNE,83674732
693,1769.62,1220161,goldpieces,1512549561,141553.00,,GoldPieces,-6.63,6.94,18.18,9.27E-06,0.116012,694,GP,1220161
694,10933.4,37639454,neuro,1512549568,141286.00,,Neuro,0.54,99.26,150.34,3.00E-07,0.00375368,695,NRO,39639454
695,1144.5,11855487,boostcoin,1512549544,140921.00,,BoostCoin,0.52,32.51,12.89,9.50E-07,0.0118866,696,BOST,11855487
696,2270.45,1509318,marijuanacoin,1512549562,140429.00,,Marijuanacoin,-0.28,-24.26,62.58,7.44E-06,0.0930415,697,MAR,1509318
697,949.274,1524686,beatcoin,1512549560,138505.00,,Beatcoin,-5.55,295.49,132.79,7.26E-06,0.0908416,698,XBTS,2524686
698,1535.21,157223250,c-bit,1512549554,138183.00,,C-Bit,0.54,-6.92,20.85,7.00E-08,0.000878896,699,XCT,157223250
699,5620.18,9285500,ebitcoin-cash,1512549585,135041.00,21000000,eBitcoinCash,-0.12,37.27,-22.99,1.16E-06,0.0145432,700,EBCH,21000000
700,974.877,90,bitgold,1512549547,134848.00,,bitGold,1.9,5.37,3.57,0.119788,1498.82,701,BITGOLD,90
701,3068.43,15909452,coinonatx,1512549575,125248.00,,CoinonatX,0.52,-5.68,-12.64,6.30E-07,0.00787258,702,XCXT,15909452
702,3717.46,406568581,cryptojacks,1512549556,125101.00,,Cryptojacks,0.51,-11.64,-23.02,2.00E-08,0.000307699,703,CJ,406568581
703,725.936,630343,mustangcoin,1512549558,119244.00,,MustangCoin,0.54,36.44,42.37,1.51E-05,0.189173,704,MST,630343
704,1051.24,9000000,confido,1512549583,119154.00,15000000,Confido,-0.06,-1.8,25.88,1.06E-06,0.0132393,705,CFD,15000000
705,597.422,77777777,ammo-rewards,1512549568,116781.00,,Ammo Rewards,0.54,21.62,56.65,1.20E-07,0.00150147,706,AMMO,77777777
706,502.676,2560000000,reecoin,1512549556,116579.00,,ReeCoin,0.52,-0.56,-32.91,4.00E-09,4.55E-05,707,REE,6662367704
707,1035.97,4195132,cachecoin,1512549542,116448.00,10000000,CacheCoin,26.59,14.95,-22.96,2.22E-06,0.0277578,708,CACH,4195132
708,778.921,8570965,argentum,1512549541,112687.00,,Argentum,0.5,-6.53,-0.54,1.05E-06,0.0131475,709,ARG,8570965
709,2924.11,729648,litecoin-plus,1512549544,112019.00,4000000,Litecoin Plus,0.44,-2.51,26.9,1.23E-05,0.153525,710,LCP,729648
710,6065.67,87942,biteur,1512549560,111526.00,,bitEUR,1.07,1.97,2.41,0.00010135,1.26818,711,BITEUR,87942
711,11523.9,4394874,anarchistsprime,1512549549,110035.00,,AnarchistsPrime,-9.07,10.9,-18.92,2.00E-06,0.0250371,712,ACP,4394874
712,2606.84,44220400,women,1512549571,109787.00,25000000000,WomenCoin,15.58,-14.03,-13.38,2.00E-07,0.00248273,713,WOMEN,44220400
713,686.051,8030000,allsafe,1512549559,109691.00,15000000,AllSafe,0.53,-1.56,-54.99,1.09E-06,0.0136601,714,ASAFE2,8030000
714,836.141,12384976,x-coin,1512549558,109086.00,,X-Coin,0.51,8.25,33.02,7.00E-07,0.0088079,715,XCO,12384976
715,4430.8,61486150,virta-unique-coin,1512549571,102981.00,120000000,Virta Unique Coin,-12.28,21.15,28.32,1.30E-07,0.00167486,716,VUC,61486150
716,3436.03,3500000,sugar-exchange,1512549586,102205.00,,Sugar Exchange,0.36,6.7,-34.09,2.33E-06,0.0292014,717,SGR,80000000
717,3652.62,8260903,eot-token,1512549576,100234.00,200000000,EOT Token,0.61,1.63,11.54,9.70E-07,0.0121336,718,EOT,108260900
718,1299.13,431189,sixeleven,1512549561,94871.00,,SixEleven,0.51,22.4,21.82,1.76E-05,0.220021,719,611,431189
719,62358.2,30227750,litecred,1512549559,93805.00,,Litecred,-11.38,-51.73,243.9,2.50E-07,0.00310326,720,LTCR,30227750
720,590.566,1484634,hexx,1512549550,92881.00,,Hexx,0.52,54.84,69.85,5.00E-06,0.0625615,721,HXX,1484634
721,2299.1,10157540,ethgas,1512549582,89112.00,,ETHGAS,-0.12,15.36,88.21,7.00E-07,0.00877302,722,EGAS,13792050
722,594.316,23042604,paycon,1512549548,86484.00,,PayCon,0.52,-31.74,-29.14,3.00E-07,0.00375324,723,CON,23042604
723,3606.06,592894,iconic,1512549562,81603.00,,Iconic,-2.01,160.02,127.64,1.10E-05,0.137635,724,ICON,592894
724,1199.83,79719140,metal-music-coin,1512549550,79797.00,,Metal Music Coin,0.52,6.3,15.95,8.00E-08,0.00100098,725,MTLMC3,79719140
725,18256.6,3115258,beavercoin,1512549551,76424.00,,BeaverCoin,-3.43,7.48,7.87,1.96E-06,0.0245322,726,BVC,3115258
726,3511.94,26123300,globaltoken,1512549569,75842.00,,GlobalToken,0.54,30.61,24.53,2.30E-07,0.00290323,727,GLT,26123300
727,620.296,5550102,bowscoin,1512549549,75000.00,,BowsCoin,0.52,26.15,38.97,1.08E-06,0.0135132,728,BSC,5550102
728,1141.15,11821728,printerium,1512549561,73108.00,,Printerium,-25.79,89.62,81.39,4.90E-07,0.00618418,729,PRX,11821728
729,720.865,18781750,artex-coin,1512549558,70501.00,500000000,Artex Coin,0.54,10.09,-15.4,3.00E-07,0.00375368,730,ATX,268781750
730,792.792,5000000,dibcoin,1512549564,67608.00,,DIBCOIN,1.6,-5.9,9.66,1.08E-06,0.0135215,731,DIBC,5000000000
731,844.896,24931054,asiadigicoin,1512549553,65508.00,,Asiadigicoin,0.52,-4.73,-5.96,2.10E-07,0.00262757,732,ADCN,210000000
732,1575.52,20564300,ebtc,1512549578,63661.00,21000000,eBTC [OLD],-13.15,-51.13,-0.32,2.50E-07,0.00309571,733,EBTC,21000000
733,1042.29,18625017,steps,1512549551,62921.00,,Steps,0.52,,35.49,2.70E-07,0.00337831,734,STEPS,18625017
734,2861.01,486609040,veros,1512549561,55686.00,,Veros,-1.94,46.83,395.53,9.00E-09,0.000114437,735,VRS,10000000000
735,622.247,13476500,coimatic-2,1512549574,53540.00,102000000,Coimatic 2.0,232.31,244.26,132.24,3.20E-07,0.00397281,736,CTIC2,30076500
736,1523.89,5418691,eryllium,1512549563,52691.00,,Eryllium,41.09,26.33,64.73,7.80E-07,0.00972391,737,ERY,15418691
737,858.722,401421401,macron,1512549565,51968.00,,MACRON,0.54,-10.59,-47.77,1.00E-08,0.000129459,738,MCRN,401421401
738,309375,3188280,litebitcoin,1512549576,49988.00,,LiteBitcoin,6.61,-39.85,474.8,1.25E-06,0.0156788,739,LBTC,161666000
739,748.777,44686590,master-swiscoin,1512549562,49134.00,,Master Swiscoin,1.5,-4.96,-18.98,9.00E-08,0.00109953,740,MSCN,1006799005
740,559.173,3668455,kronecoin,1512549575,47434.00,84000000,Kronecoin,0.55,13.26,23.93,1.03E-06,0.0129302,741,KRONE,3668455
741,876.636,1798923,interzone,1512549577,47174.00,,Interzone,0.97,38.49,13.45,2.10E-06,0.0262236,742,ITZ,2258923
742,579.548,11834082,cybcsec,1512549579,39979.00,,CybCSec,0.54,-13.05,3.06,2.70E-07,0.00337831,743,XCS,255834082
743,1473.49,11671310,network-token,1512549581,36506.00,,Network Token,-0.12,-28.49,-16.68,2.50E-07,0.00312785,744,NTWK,50000000
744,2198.77,2500000,corethum,1512549585,34369.00,,Corethum,-0.12,-31.31,57.8,1.10E-06,0.0137474,745,CRTM,3000000
745,1506.94,35120000,playercoin,1512549581,30760.00,,PlayerCoin,0.54,20.68,53.25,7.00E-08,0.000875858,746,PLACO,100120000
746,55583.4,859402,litecoin-ultra,1512549576,29679.00,,LiteCoin Ultra,3.7,-3.82,109.58,2.76E-06,0.0345339,747,LTCU,8359402
747,586.159,31512613,antilitecoin,1512549556,27601.00,,Antilitecoin,0.51,-13.38,34.01,7.00E-08,0.000875858,748,ALTC,31512613
748,5106.58,36390750,crevacoin,1512549550,27385.00,,CrevaCoin,20.22,-5.46,-8.59,6.00E-08,0.000752532,749,CREVA,6240390800
749,935.759,106019270,jobscoin,1512549561,26531.00,,JobsCoin,0.54,-8.82,-1.43,2.00E-08,0.000250245,750,JOBS,200019300
750,2021.83,10324802,grimcoin,1512549585,26262.00,,Grimcoin,1.59,9.57,-5.5,2.00E-07,0.00254363,751,GRIM,25219833
751,983.462,10789954,milocoin,1512549564,25012.00,30015000,MiloCoin,1.15,-14.8,-14.98,1.90E-07,0.00231808,752,MILO,10789954
752,2125.94,704882,rawcoin2,1512549560,21162.00,,Rawcoin,7.99,38.78,65.45,2.40E-06,0.0300222,753,XRC,704882
753,1796.12,1148324,argus,1512549562,17433.00,,Argus,0.54,66.38,66.58,1.21E-06,0.0151812,754,ARGUS,5194373
754,1970.29,4005012,elysium,1512549564,17038.00,18000000,Elysium,0.54,-3.68,9.87,3.40E-07,0.00425417,755,ELS,4005012
755,6152.98,1513256,levoplus,1512549565,15337.00,,LevoPlus,0.54,-10.37,53.92,8.10E-07,0.0101349,756,LVPS,92513256
756,3728.6,46864,geysercoin,1512549573,8796.00,4500000,GeyserCoin,0.54,35.25,218.9,1.50E-05,0.187684,757,GSR,599334
757,6873.58,561235,harmonycoin-hmc,1512549572,6330.00,67130000000,HarmonyCoin,12.23,7.84,-5.5,9.00E-07,0.0112794,758,HMC,33565561235
758,509.775,67700,abncoin,1512549561,856.00,,Abncoin,0.54,-4.4,-11.69,1.01E-06,0.0126374,759,ABN,4734367
759,,1000000000,xplay,1512469176,26900600.00,,XPlay,,-1.2,-19.92,2.32E-06,0.0269006,760,XPA,10000000000
760,56.6901,10000000,bcap,1512549568,18896700.00,,BCAP,-0.12,13.42,32.5,0.00015103,1.88967,761,BCAP,10000000
761,,6000000,stakecoin-stcn,1512301771,13199580.00,,Stakecoin,,,,0.00018963,2.19993,762,STCN,61398087
762,155.591,4683581,e-coin,1512549564,11230338.00,,E-coin,-0.44,-22.26,-4.55,0.00019164,2.39781,763,ECN,212972473
763,213.263,549891703,credo,1512549576,9797365.00,,Credo,-0.12,-4.28,-18.92,1.42E-06,0.0178169,764,CREDO,1374729257
764,351.113,62131190,encryptotel,1512549568,9033005.00,,EncryptoTel [WAVES],1.71,-30.02,4.17,1.16E-05,0.145386,765,ETT,77663987
765,192.84,10291781,bankcoin,1512549564,8822856.00,,Bankcoin,0.58,-68.56,50.14,6.85E-05,0.857272,766,B@,25000000
766,236.972,444444444,ecobit,1512549571,5485067.00,,Ecobit,0.54,2.29,5.94,9.90E-07,0.0123414,767,ECOB,8888888888
767,26.7943,10000271,yashcoin,1512549561,4379408.00,,YashCoin,0.54,-13.24,-16.23,3.50E-05,0.437929,768,YASH,10000271
768,36.4882,64500000,prospectors-gold,1512549579,4091693.00,220000000,Prospectors Gold,0.54,6.27,-25.54,5.07E-06,0.0634371,769,PGL,220000000
769,35.9937,1636312,arcade-token,1512549561,3894552.00,,Arcade Token,-0.12,2.3,-10.37,0.00019022,2.38008,770,ARC,1636312
770,29.9938,577004618,fimkrypto,1512549545,2887816.00,,FIMKrypto,32.94,23.99,235.98,4.00E-07,0.00500484,771,FIMK,886395300
771,151.004,23472224,adelphoi,1512549568,2631471.00,,Adelphoi,0.54,25.5,10.48,8.96E-06,0.11211,772,ADL,100000000
772,486.811,50000000,embers,1512549572,2498515.00,,Embers,0.46,29.28,16.97,3.99E-06,0.0499703,773,MBRS,50000000
773,134.976,722935,smart-investment-fund-token,1512549578,2435575.00,722935,Smart Investment Fund Token,-0.12,-3.31,10.26,0.00026926,3.36901,774,SIFT,722935
774,358.439,12042465,adshares,1512549574,2415285.00,,AdShares,0.4,-10.73,-17.94,1.60E-05,0.200564,775,ADST,12042465
775,65.913,8660756,real-estate-tokens,1512549577,1831178.00,,REX,-0.12,41.09,-17.05,1.69E-05,0.211434,776,REX,24015497
776,46.7918,9797899,intelligent-trading-tech,1512549584,1807399.00,,Intelligent Trading Tech,-0.12,-0.91,-9.68,1.47E-05,0.184468,777,ITT,11500000
777,136.897,1005521,cryptogenic-bullion,1512549541,1740255.00,,Crypto Bullion,0.54,0.28,-25.94,0.00013832,1.7307,778,CBX,1005521
778,31.4639,22871077934,colossuscoin-v2,1512549549,1627357.00,,Colossuscoin V2,-5.48,-16.86,149.01,6.00E-09,7.12E-05,779,CV2,22871077934
779,319.574,105166351,coin,1512549542,1394821.00,,Coin(O),1.5,64.25,36.09,1.06E-06,0.013263,780,CNO,105166351
780,6.25738,10996318099,hitcoin,1512549554,1375892.00,,HitCoin,0.54,6.31,17.49,1.00E-08,0.000125123,781,HTC,20996318099
781,1.59156,100000000,shorty,1512549559,1326300.00,,Shorty,0.54,6.31,15.67,1.06E-06,0.013263,782,SHORTY,100000000
782,476.79,11332108626,incakoin,1512549547,1283021.00,,IncaKoin,0.17,3.72,-22.73,9.00E-09,0.00011322,783,NKA,11334108626
783,261.624,8377873,russiacoin,1512549552,1257912.00,,RussiaCoin,0.52,-8.89,-32.28,1.20E-05,0.150147,784,RC,8377873
784,314.457,3091912,orbitcoin,1512549541,1161007.00,,Orbitcoin,8.5,16.52,20.16,3.00E-05,0.375498,785,ORB,3091912
785,2.51859,6695133,shadowcash,1512549548,1036253.00,,ShadowCash,0.52,13.56,33.52,1.24E-05,0.154777,786,SDC,6695133
786,19.9278,10343113,ultimate-secure-cash,1512549569,1035883.00,200084200,Ultimate Secure Cash,0.51,32.05,27.68,8.00E-06,0.100152,787,USC,38602656
787,15.3193,76925527,metalcoin,1512549548,943261.00,,MetalCoin,0.52,17.05,32.01,9.80E-07,0.012262,788,METAL,76925527
788,265.652,1391604,ethbits,1512549568,935148.00,,Ethbits,0.25,-27.79,-28.11,5.37E-05,0.671993,789,ETBS,1634691
789,160.172,7636898,emphy,1512549583,927723.00,,Emphy,-0.12,4.41,-24.13,9.71E-06,0.121479,790,EPY,15375000
790,288.173,2315192314,noblecoin,1512549543,864641.00,,NobleCoin,0.54,54.49,59.01,3.00E-08,0.000373464,791,NOBL,2315192314
791,58.03,468720991,version,1512549567,769031.00,,Version,0.01,39.4,46.36,1.30E-07,0.0016407,792,V,468720991
792,114.685,8502500,ethbet,1512549584,738393.00,,EthBet,-0.12,-12.99,-18.02,6.94E-06,0.0868442,793,EBET,10000000
793,127.225,59696358,hobonickels,1512549542,717061.00,,HoboNickels,0.54,9.74,-2.26,9.60E-07,0.0120118,794,HBN,59696358
794,130.849,787126712,netcoin,1512549543,689530.00,,NetCoin,0.51,-5.84,-4.29,7.00E-08,0.000876009,795,NET,787126712
795,172.132,5244356577,valorbit,1512549554,656190.00,,Valorbit,0.54,6.31,18.56,1.00E-08,0.000125123,796,VAL,9.22342E+14
796,335.394,73446765,teslacoin,1512549542,617494.00,,TeslaCoin,0.54,-26.1,19.42,6.70E-07,0.00840737,797,TES,73446765
797,103.462,441349000,goodomy,1512549569,607437.00,,Goodomy,0.52,-27.44,13,1.10E-07,0.00137632,798,GOOD,888000000
798,480.241,23079737,bitstar,1512549545,579888.00,,Bitstar,0.58,-4.12,6.04,2.01E-06,0.0251254,799,BITS,23079737
799,274.902,80000000,gimli,1512549583,575899.00,150000000,Gimli,-0.12,38.1,-37.92,5.80E-07,0.00719874,800,GIM,150000000
800,36.281,1581531,etheriya,1512549574,563972.00,100000000,Etheriya,0.54,9.2,16.67,2.85E-05,0.356599,801,RIYA,1861531
801,28.1186,296216,aurumcoin,1512549552,555724.00,,AurumCoin,0.51,1.45,36.76,0.00014994,1.87608,802,AU,296216
802,187.171,560802,bittokens,1512549559,526646.00,,BitTokens,0.54,14.22,46.12,7.51E-05,0.939095,803,BXT,560802
803,117.01,17171382,goldreserve,1512549545,509202.00,40000000,GoldReserve,0.59,9.53,-27.62,2.37E-06,0.0296541,804,XGR,17171382
804,171.045,565830276,trollcoin,1512549547,500864.00,,Trollcoin,-0.03,-17.55,-12.9,7.00E-08,0.000885184,805,TROLL,565830276
805,,1083633,rasputin-online-coin,1512475485,479624.00,5000000,Rasputin Online Coin,,-0.94,4.49,3.78E-05,0.442607,806,ROC,5000000
806,219.894,5428300,blockpay,1512549560,458619.00,,BlockPay,3.66,2.69,,6.75E-06,0.0844867,807,BLOCKPAY,98928316
807,212.951,43536800,tigercoin,1512549542,457585.00,,Tigercoin,0.54,8.74,5.97,8.40E-07,0.0105103,808,TGC,43536800
808,5.38341,1000000,casino,1512549563,448617.00,,Casino,-1.61,,,3.59E-05,0.448617,809,CASINO,1000000
809,118.052,54032769,chesscoin,1512549556,434827.00,,ChessCoin,-1.07,-6.85,46.16,6.40E-07,0.00804747,810,CHESS,54032769
810,481.801,12878667,fincoin,1512549571,432342.00,,FinCoin,-1.45,-3.94,-13.64,2.68E-06,0.0335704,811,FNC,1812878667
811,191.429,5447306,kushcoin,1512549561,425988.00,,KushCoin,2.25,38.71,43.84,6.25E-06,0.0782016,812,KUSH,5447306
812,126.958,46000000,cryptoforecast,1512549568,412140.00,,CryptoForecast,0.55,2.52,16.23,7.20E-07,0.00895957,813,CFT,50000000
813,23.3879,4206583,sterlingcoin,1512549548,408439.00,,Sterlingcoin,0.54,-4.59,3.02,7.76E-06,0.0970951,814,SLG,4206583
814,450.171,71234301,berncash,1512549556,407427.00,,BERNcash,16.59,3.4,29.72,4.60E-07,0.00571953,815,BERN,71234301
815,198.485,319745,swagbucks,1512549552,402626.00,,SwagBucks,0.57,5.21,9.53,0.00010064,1.25921,816,BUCKS,319745
816,4.18573,100040708,wayguide,1512549565,400555.00,,WayGuide,0.51,3.05,23.15,3.20E-07,0.00400392,817,WAY,100040708
817,172.426,196886728,guncoin,1512549545,390387.00,,Guncoin,0.48,4.31,9.46,1.60E-07,0.0019828,818,GUN,196886728
818,309.56,46290694999,the-cypherfunks,1512549560,375825.00,,The Cypherfunks,5.86,13.54,30.89,6.00E-10,8.12E-06,819,FUNK,46290694999
819,3.15196,65171010,globalcoin,1512549541,375101.00,,GlobalCoin,0.54,-11.09,32.89,4.60E-07,0.00575564,820,GLC,65171010
820,158.261,1467841,8bit,1512549550,369423.00,,8Bit,0.55,1.76,12.89,2.01E-05,0.251678,821,8BIT,1467841
821,8.92499,39547525,shilling,1512549563,366173.00,,Shilling,0.51,75.13,86.73,7.40E-07,0.00925907,822,SH,39547525
822,,2866607586,sproutsextreme,1512545362,357647.00,,SproutsExtreme,0.22,6,,1.00E-08,0.000124763,823,SPEX,2866607586
823,24.4113,125279775,purevidz,1512549561,331399.00,,PureVidz,-0.32,-6.32,8.3,2.10E-07,0.00264527,824,VIDZ,125279775
824,88.2688,2118368991,bigup,1512549553,330110.00,,BigUp,0.39,32.68,44.01,1.00E-08,0.000155832,825,BIGUP,2118368991
825,,565134332,stress,1512074353,328292.00,,Stress,,,-9.13,6.00E-08,0.000580909,826,STS,565134332
826,470.357,1251855418,corgicoin,1512549544,326658.00,,CorgiCoin,0.52,-7.21,61.05,2.00E-08,0.000260939,827,CORG,1251855418
827,55.111,7086566,sativacoin,1512549546,321346.00,,Sativacoin,1.58,6.36,75.93,3.62E-06,0.0453458,828,STV,7086566
828,345.908,2967216,unicoin,1512549550,321094.00,,UniCoin,0.45,-3.07,9.09,8.65E-06,0.108214,829,UNIC,2967216
829,459.37,14400000,upfiring,1512549587,317471.00,,Upfiring,-0.12,-5.45,-32.44,1.76E-06,0.0220466,830,UFR,24000000
830,376.426,5118307,digital-developers-fund,1512549575,310522.00,6428932,DigitalDevelopersFund,0.05,-20.99,-40.21,4.85E-06,0.0606689,831,DDF,6428932
831,440.175,7014195,sacoin,1512549558,307172.00,,SACoin,0.54,-31.26,-49.24,3.50E-06,0.0437929,832,SAC,7014195
832,169.109,46158242,cashcoin,1512549542,303107.00,,Cashcoin,0.52,457.86,374.3,5.20E-07,0.00656669,833,CASH,46158242
833,88.2703,14491014421,lottocoin,1512549542,302945.00,,LottoCoin,-0.11,-2.72,18.52,2.00E-09,2.09E-05,834,LOT,14491014421
834,68.3845,210806,flycoin,1512549551,287821.00,,Flycoin,0.54,6.1,17.13,0.00010912,1.36534,835,FLY,210806
835,,2429126009,digicube,1512479353,285898.00,,DigiCube,,0,10.51,1.00E-08,0.000117696,836,CUBE,2429126009
836,133.967,1134236104,usde,1512549542,283837.00,1600000000,USDe,0.52,6.31,17.49,2.00E-08,0.000250245,837,USDE,1134236104
837,66.2177,2766396,swing,1512549551,273430.00,,Swing,0.54,5.74,15.32,7.90E-06,0.0988398,838,SWING,2766396
838,23.0555,3168621,evotion,1512549554,265632.00,,Evotion,-0.65,4.69,0.46,6.70E-06,0.0838321,839,EVO,3168621
839,61.6322,24101381,gaia,1512549546,265436.00,,GAIA,0.52,7.37,-1.5,8.80E-07,0.0110133,840,GAIA,24101381
840,483.483,808770,litebar,1512549543,261590.00,,LiteBar,0.52,-13.01,11.83,2.59E-05,0.323442,841,LTB,808770
841,132.838,2448402,joincoin,1512549561,261421.00,,Joincoin,0.51,75.41,9.8,8.53E-06,0.106772,842,J,2448402
842,39.5814,10415252,rubies,1512549553,258031.00,,Rubies,0.54,-8.4,1.2,1.98E-06,0.0247743,843,RBIES,10415252
843,5.9067,20985219,i0coin,1512549541,250765.00,,I0Coin,0.54,7.05,37.62,9.60E-07,0.0119496,844,I0C,20985219
844,2.50495,2000683485,satoshimadness,1512549551,250332.00,,SatoshiMadness,0.54,,17.49,1.00E-08,0.000125123,845,MAD,2000683485
845,3.53033,13966812,darsek,1512549565,249611.00,,Darsek,0.64,61.11,21.95,1.43E-06,0.0178717,846,KED,13966812
846,127.174,248204943,qubitcoin,1512549543,248448.00,,QubitCoin,0.54,7.19,-27.73,8.00E-08,0.00100098,847,Q2C,248204943
847,150.892,13228080,globalboost-y,1512549547,244378.00,,GlobalBoost-Y,1.18,14.11,24.31,1.48E-06,0.0184742,848,BSTY,13228080
848,213.658,5301129,halcyon,1512549546,244091.00,,Halcyon,51.6,62.33,80.45,3.68E-06,0.0460451,849,HAL,5301129
849,65.5147,29543412,freicoin,1512549541,243972.00,,Freicoin,0.54,-22.04,-3.09,6.60E-07,0.00825809,850,FRC,100000000
850,68.3261,156064710,hodlcoin,1512549554,234326.00,,HOdlcoin,-12.03,15.97,-16.17,1.20E-07,0.00150147,851,HODL,250000000
851,418.711,1.02318E+11,bunnycoin,1512549546,227643.00,,BunnyCoin,-13.52,-19.69,-47.88,2.00E-10,2.22E-06,852,BUN,1.02318E+11
852,498.186,4451920,ganjacoin,1512549546,217244.00,,GanjaCoin,0.52,123.68,126.67,3.90E-06,0.0487978,853,MRJA,4451920
853,,11527489,wmcoin,1512525256,214665.00,,WMCoin,,0.74,,1.57E-06,0.018622,854,WMC,911527489
854,83.6839,6365285,cypher,1512549550,214243.00,,Cypher,0.54,26.54,63.69,2.69E-06,0.033658,855,CYP,6365285
855,20.7497,119821890,yacoin,1512549541,209894.00,,Yacoin,0.54,24.03,30.52,1.40E-07,0.00175172,856,YAC,119821890
856,33.1612,381236123,ripto-bux,1512549568,205509.00,,Ripto Bux,0.57,9.67,16.44,4.00E-08,0.000539059,857,RBX,1000000000
857,70.233,43137848,grantcoin,1512549550,194311.00,,Grantcoin,0.52,-0.53,-0.34,3.60E-07,0.00450441,858,GRT,10043137848
858,350.138,6014340,philosopher-stones,1512549542,188885.00,,Philosopher Stones,0.54,10.87,21.69,2.51E-06,0.0314058,859,PHS,6014340
859,200.787,29887402,global-tour-coin,1512549571,183240.00,,Global Tour Coin,0.54,6.04,18.95,4.90E-07,0.00613101,860,GTC,89786652
860,42.44,1259816434,tittiecoin,1512549547,182201.00,,TittieCoin,0.45,11.93,-19.25,1.00E-08,0.000144625,861,TTC,1259816434
861,87.5577,114780564,ratecoin,1512549549,172407.00,,Ratecoin,1.85,8.48,8.52,1.20E-07,0.00150206,862,XRA,114780564
862,1.25123,1356645470,hempcoin-hmp,1512549561,169748.00,,HempCoin,0.51,6.27,17.39,1.00E-08,0.000125123,863,HMP,2856645470
863,261.721,4023705,mincoin,1512549541,168658.00,,Mincoin,0.54,-9.85,-37.37,3.35E-06,0.041916,864,MNC,4023705
864,11.1085,17465159,antibitcoin,1512549552,166082.00,,AntiBitcoin,0.54,-8.19,11.57,7.60E-07,0.00950932,865,ANTI,17465159
865,198.083,140262505,aricoin,1512549542,164358.00,,Aricoin,0.33,-8.92,6.12,9.00E-08,0.00117179,866,ARI,140262505
866,193.756,12416554,eurocoin,1512549553,162549.00,,Eurocoin,0.37,11.49,-2.27,1.05E-06,0.0130913,867,EUC,12416554
867,9.01133,95731216,px,1512549563,155715.00,,PX,0.51,6.27,17.39,1.30E-07,0.00162659,868,PX,95731216
868,168.757,2476893,cannation,1512549573,155049.00,,Cannation,1.37,0.41,53.1,5.00E-06,0.0625981,869,CNNC,2476893
869,,98412,firecoin,1512540246,154844.00,,Firecoin,,4.43,-7.91,0.00012802,1.57343,870,FIRE,98412
870,77.971,6044911,quazarcoin,1512549545,151271.00,,QuazarCoin,0.52,4.91,3.23,2.00E-06,0.0250245,871,QCN,6044911
871,297.841,314234691,leacoin,1512549549,150222.00,,LeaCoin,-0.54,1.09,-18.27,4.00E-08,0.000478058,872,LEA,314234691
872,75.2212,301706,parallelcoin,1512549551,149257.00,,ParallelCoin,0.31,17.76,1.39,3.95E-05,0.494711,873,DUO,301706
